departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,producto,precio,Year,Month,Day
05,ANTIOQUIA,05674,SAN VICENTE,ESTACION DE SERVICIO AFAS,TERPEL,BIODIESEL,8580,2018,5,2
05,ANTIOQUIA,05895,ZARAGOZA,ESTACION EL CARMEN ZARAGOZA,TERPEL,BIODIESEL,8280,2018,5,2
52,NARIÑO,52540,POLICARPA,ESTACION DE SERVICIO COMUNIDADES NEGRAS BAJO POLICARPA,BIOMAX,GASOLINA CORRIENTE,7710,2018,5,2
76,VALLE DEL CAUCA,76364,JAMUNDI,ESTACION DE SERVICIO JAMUNDI,TERPEL,BIODIESEL,8480,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LOS LAGARTOS,MOBIL,ACPM - DIESEL,7940,2018,5,2
25,CUNDINAMARCA,25126,CAJICA,ESTACION DE SERVICIO  CODI 5,MOBIL,BIODIESEL,8299,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION TEQUENDAMA,MOBIL,BIODIESEL,8079,2018,5,2
13,BOLIVAR,13647,SAN ESTANISLAO,ESTACION DE SERVICIO DISTRACOM EL ARENAL,MOBIL,BIODIESEL,8360,2018,5,2
66,RISARALDA,66170,DOSQUEBRADAS,ESTACION DE SERVICIO MIRADOR,MOBIL,GASOLINA CORRIENTE,8929,2018,5,2
25,CUNDINAMARCA,25148,CAPARRAPI,ESTACION DE SERVICIO LA CANADA,BIOMAX,ACPM - DIESEL,8890,2018,5,2
20,CESAR,20228,CURUMANI,ESTACION DE SERVICIO LOS ESTORAQUES,TERPEL,BIODIESEL,7000,2018,5,2
25,CUNDINAMARCA,25053,ARBELAEZ,ESTACION DE SERVICIO  SERVICENTRO LA AURORA,PETROMIL,ACPM - DIESEL,8590,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MOVIL AV SEXTA CALI,MOBIL,BIODIESEL,8550,2018,5,2
52,NARIÑO,52258,EL TABLON DE GOMEZ,ESTACION DE SERVICIO APONTE,TERPEL,GASOLINA CORRIENTE,7000,2018,5,2
23,CORDOBA,23162,CERETE,EDS EL HANGAR,ESSO,BIODIESEL,8200,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS SUMIGAS MARIA PAULA,PETROBRAS,GASOLINA CORRIENTE,8495,2018,5,2
70,SUCRE,70001,SINCELEJO,ESTACION DE SERVICIOS LA BUCARAMANGA,MOBIL,BIODIESEL,8220,2018,5,2
86,PUTUMAYO,86757,SAN MIGUEL,ESTACION DE SERVICIO SERVITER,TERPEL,BIODIESEL,7320,2018,5,2
15,BOYACA,15516,PAIPA,ESTACION DE SERVICIO LA TURISTICA DE PAIPA,TERPEL,BIODIESEL,8495,2018,5,2
70,SUCRE,70001,SINCELEJO,ESTACION DE SERVICIO CHOCHO,BIOMAX,GASOLINA CORRIENTE,8990,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL LAS VEGAS,TERPEL,ACPM - DIESEL,8360,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,GASOLINA CORRIENTE,8779,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,EDS TERPEL MARBELLA,TERPEL,GASOLINA CORRIENTE,8630,2018,5,2
20,CESAR,20710,SAN ALBERTO,MULTISERVICIOS LA Y DE LA PALMA,TERPEL,BIODIESEL,7056,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIO DE SERVICIO PALOQUEMADO,TEXACO,ACPM - DIESEL,8460,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO DISTRACOM OLAYA HERRERA,MOBIL,GASOLINA CORRIENTE,8456,2018,5,2
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO PALOBLANCO TERPEL,TERPEL,GASOLINA CORRIENTE,8730,2018,5,2
68,SANTANDER,68406,LEBRIJA,EDS SAN PABLO ECOLOGICA,MOBIL,BIODIESEL,8280,2018,5,2
76,VALLE DEL CAUCA,76130,CANDELARIA,ESTACION DE SERVICIO LA COLOMBIANA,BIOMAX,BIODIESEL,8375,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVITECA LA 44,BIOMAX,BIODIESEL,8480,2018,5,2
68,SANTANDER,68229,CURITI,ESTACION DE SERVICIO INVERSIONES BRIGADIER,TERPEL,BIODIESEL,7692,2018,5,2
52,NARIÑO,52390,LA TOLA,COMBUSTIBLES SOFONIAS YACUP LIMITADA,TEXACO,GASOLINA CORRIENTE,7554,2018,5,2
54,NORTE DE SANTANDER,54720,SARDINATA,ESTACION DE SERVICIO SARDINATA NET,TERPEL,BIODIESEL,6090,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ SANTANA,MOBIL,GASOLINA CORRIENTE,8939,2018,5,2
19,CAUCA,19110,BUENOS AIRES,ESTACION LA ESPERANZA LOMITAS,TEXACO,BIODIESEL,8980,2018,5,2
05,ANTIOQUIA,05837,TURBO,SERVICENTRO PROXXON NUEVA COLONIA,PROXXON,BIODIESEL,8393,2018,5,2
25,CUNDINAMARCA,25815,TOCAIMA,SERVITOCAIMA,TERPEL,BIODIESEL,8540,2018,5,2
63,QUINDIO,63001,ARMENIA,ESTACION DE SERVICIO LA VILLA Y CIA SAS,TERPEL,GASOLINA CORRIENTE,8718,2018,5,2
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO PATILLAL,COOMULPINORT,GASOLINA CORRIENTE,6630,2018,5,2
17,CALDAS,17873,VILLA MARIA,ESTACION DE SERVICIO SAN JUAN,TERPEL,BIODIESEL,8340,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO CENTRAL DE COMBUSTIBLES,TERPEL,BIODIESEL,8389,2018,5,2
05,ANTIOQUIA,05631,SABANETA,ESTACION DE SERVICIO TERPEL SABANETA,TERPEL,BIODIESEL,8390,2018,5,2
76,VALLE DEL CAUCA,76275,FLORIDA,AUTOSERVICIO LA PORTADA,MOBIL,BIODIESEL,8283,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,TEXACO PRADO,TEXACO,BIODIESEL,8480,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO ERMITA CAPILLA,MOBIL,GASOLINA CORRIENTE,8890,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EL PROVEEDOR DE COMBUSTIBLES LTDA,MOBIL,GASOLINA CORRIENTE,8889,2018,5,2
20,CESAR,20710,SAN ALBERTO,MIRADOR DEL LIBANO,TERPEL,BIODIESEL,7020,2018,5,2
66,RISARALDA,66383,LA CELIA,ESTACION DE SERVICIO EL JARDIN,TERPEL,BIODIESEL,8590,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LAS VEGAS,PETROBRAS,BIODIESEL,8137,2018,5,2
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO PANAMERICANA DE SERVICIOS DE TRANSPORTES SAS,TERPEL,BIODIESEL,6493,2018,5,2
85,CASANARE,85162,MONTERREY,EDS TERPEL LA HORQUETA,TERPEL,BIODIESEL,8399,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TERPEL LA BOGOTANA,TERPEL,BIODIESEL,8040,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ SAN ANTONIO,TEXACO,BIODIESEL,8210,2018,5,2
44,LA GUAJIRA,44847,URIBIA,ESTACION DE SERVICIO COMBUSTIBLES URIBIA,DISCOWACOOP,BIODIESEL,6033,2018,5,2
52,NARIÑO,52240,CHACHAGUI,ESTACION DE SERVICIO ARIZONA,BIOMAX,BIODIESEL,6790,2018,5,2
54,NORTE DE SANTANDER,54001,SAN JOSE DE CUCUTA,ESTACION DE SERVICIO AUTOMOTRIZ EL RETORNO,TERPEL,BIODIESEL,5950,2018,5,2
73,TOLIMA,73861,VENADILLO,ESTACION DE SERVICIO LOS PINOS MARTINEZ,TERPEL,BIODIESEL,8242,2018,5,2
54,NORTE DE SANTANDER,54001,SAN JOSE DE CUCUTA,ESTACION DE SERVICIO BOGOTA,COOMULPINORT,GASOLINA CORRIENTE,6800,2018,5,2
25,CUNDINAMARCA,25799,TENJO,EDS TERPEL SANTA TERESA,TERPEL,BIODIESEL,8050,2018,5,2
15,BOYACA,15599,RAMIRIQUI,ESTACION DE SERVICIO CENTRALES DE MARQUEZ,BIOMAX,BIODIESEL,8615,2018,5,2
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO TERPEL EL BOSQUE,TERPEL,BIODIESEL,8080,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO MOBIL LA 70,MOBIL,GASOLINA CORRIENTE,8880,2018,5,2
52,NARIÑO,52560,POTOSI,ESTACION DE SERVICIO EL MANZANO,TERPEL,GASOLINA CORRIENTE,7020,2018,5,2
47,MAGDALENA,47001,SANTA MARTA,CENTRO COMERCIAL Y ESTACION DE SERVICIOS BASTIDAS,PETROMIL,BIODIESEL,8170,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LIEVANO Y COMBUSTIBLES LIEVANO,TERPEL,ACPM - DIESEL,8070,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LA 17,MOBIL,GASOLINA CORRIENTE,8585,2018,5,2
25,CUNDINAMARCA,25743,SILVANIA,ESTACION DE SERVICIO TERPEL SILVANIA,TERPEL,BIODIESEL,8150,2018,5,2
20,CESAR,20710,SAN ALBERTO,MULTISERVICIOS LA Y DE LA PALMA,TERPEL,GASOLINA CORRIENTE,7579,2018,5,2
47,MAGDALENA,47189,CIENAGA,ESTACION DE SERVICIO ZOGAMA,SAVE,BIODIESEL,8398,2018,5,2
76,VALLE DEL CAUCA,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM MANGLARES,MOBIL,BIODIESEL,8325,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO VIJAGUAL,TERPEL,GASOLINA CORRIENTE,8730,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,LA CORAZA NO1,MOBIL,GASOLINA CORRIENTE,8950,2018,5,2
05,ANTIOQUIA,05088,BELLO,ESTACION DE SERVICIO EL PUENTE ESTACION DE SERVICIOS,ZEUSS,GASOLINA CORRIENTE,8913,2018,5,2
15,BOYACA,15516,PAIPA,ESTACION DE SERVICIO LA TURISTICA DE PAIPA,TERPEL,GASOLINA CORRIENTE,8895,2018,5,2
08,ATLANTICO,08832,TUBARA,ESTACION DE SERVICIO PUERTO VELERO,TERPEL,BIODIESEL,8052,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACIÓN DE SERVICIO AUTOMOTRIZ TERPEL ESTORAQUES,TERPEL,GASOLINA CORRIENTE,8610,2018,5,2
50,META,50606,RESTREPO,ESTACION DE SERVICIO ESSO LOS CRISTALES,MOBIL,ACPM - DIESEL,8599,2018,5,2
25,CUNDINAMARCA,25899,ZIPAQUIRA,ESTACION DE SERVICIO ESSO ZIPAQUIRA,MOBIL,BIODIESEL,8441,2018,5,2
41,HUILA,41001,NEIVA,ESTACION DE SERVICIO NEIVA CENTRO,MOBIL,BIODIESEL,8475,2018,5,2
52,NARIÑO,52287,FUNES,ESTACION DE SERVICIO FUNES,TERPEL,BIODIESEL,6850,2018,5,2
66,RISARALDA,66170,DOSQUEBRADAS,EDS LA ACUARELA,TERPEL,BIODIESEL,8280,2018,5,2
08,ATLANTICO,08758,SOLEDAD,ESTACION DE SERVICIO LA ARBOLEDA,ECOS,GASOLINA CORRIENTE,8360,2018,5,2
44,LA GUAJIRA,44035,ALBANIA,ESTACION DE SERVICIO ALI JOSE ALBANIA No. 2,AYATAWACOOP,GASOLINA CORRIENTE,6600,2018,5,2
68,SANTANDER,68307,GIRON,ESTACION DE SERVICIO CHIMITA,TERPEL,BIODIESEL,7820,2018,5,2
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO AUTOMOTRIZ LOS ARRAYANES,BRIO,ACPM - DIESEL,8280,2018,5,2
86,PUTUMAYO,86568,PUERTO ASIS,FLUVIAL LA ESMERALDA,TERPEL,GASOLINA CORRIENTE,7200,2018,5,2
52,NARIÑO,52250,EL CHARCO,ESTACION DE SERVICIO DIVINO NIÑO EL CHARCO,BIOMAX,BIODIESEL,7343,2018,5,2
86,PUTUMAYO,86569,PUERTO CAICEDO,ESTACION DE SERVICIO SAN PEDRO,TERPEL,BIODIESEL,7150,2018,5,2
50,META,50287,FUENTE DE ORO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,ACPM - DIESEL,8697,2018,5,2
05,ANTIOQUIA,05400,LA UNION,ESTACION DE SERVICIOS LA UNION,ZEUSS,BIODIESEL,8514,2018,5,2
81,ARAUCA,81001,ARAUCA,ESTACION DE SERVICIO BRISAS DEL RIO,TERPEL,BIODIESEL,6500,2018,5,2
50,META,50006,ACACIAS,ESTACION DE SERVICIO MOBIL CANAGUARO,MOBIL,BIODIESEL,8676,2018,5,2
44,LA GUAJIRA,44560,MANAURE,ESTACION DE SERVICIO SAN MARTIN,AYATAWACOOP,GASOLINA CORRIENTE,6700,2018,5,2
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,ESTACION DE SERVICIO SAN PEDRO DE CARTAGO,PETROMIL,GASOLINA CORRIENTE,7040,2018,5,2
68,SANTANDER,68755,SOCORRO,ESTACION DE SERVICIO COOTRASARAVITA LTDA,TERPEL,GASOLINA CORRIENTE,8860,2018,5,2
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO IBAGUE CON CRA 5,TERPEL,GASOLINA CORRIENTE,8720,2018,5,2
05,ANTIOQUIA,05887,YARUMAL,ESTACION DE SERVICIO LOSKANO MEDIAGUAS,ZEUSS,BIODIESEL,8555,2018,5,2
15,BOYACA,15299,GARAGOA,ESTACION DE SERVICIO AUTOMOTRIZ GASOLINERA EL JARDIN,TERPEL,BIODIESEL,8720,2018,5,2
68,SANTANDER,68209,CONFINES,ESTACION DE SERVICIO AUTOMOTRIZ EL TREN,TERPEL,GASOLINA CORRIENTE,8799,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,EDS ESSO CASTILLA,MOBIL,BIODIESEL,8790,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS SUMIGAS MARIA PAULA,PETROBRAS,ACPM - DIESEL,7893,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PETROMIL BAZAR 64,PETROMIL,GASOLINA CORRIENTE,8530,2018,5,2
47,MAGDALENA,47189,CIENAGA,E.D.S. VIRGEN DE LA GUADALUPE,PUMA,GASOLINA CORRIENTE,8880,2018,5,2
41,HUILA,41770,SUAZA,ESTACION DE SERVICIO LAS BRISAS DE SUAZA,CASAMOTOR,BIODIESEL,8375,2018,5,2
85,CASANARE,85162,MONTERREY,EDS TERPEL LA HORQUETA,TERPEL,ACPM - DIESEL,8399,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,TEXACO 17,TEXACO,ACPM - DIESEL,8080,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO TEXACO JOSE IGNACIO HOLGUIN,TEXACO,BIODIESEL,8467,2018,5,2
23,CORDOBA,23815,TUCHIN,EDS ZENUMIL,BIOMAX,BIODIESEL,8930,2018,5,2
52,NARIÑO,52835,TUMACO,COMBUSTIBLES Y LUBRICANTES JA,PETROMIL,GASOLINA CORRIENTE,7053,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,ACPM - DIESEL,8269,2018,5,2
25,CUNDINAMARCA,25430,MADRID,ESTACION DE SERVICIO SINALOA,TERPEL,BIODIESEL,8045,2018,5,2
68,SANTANDER,68547,PIEDECUESTA,ESTACION DE SERVICIO LOS CUROS,MOBIL,BIODIESEL,8817,2018,5,2
86,PUTUMAYO,86001,MOCOA,ESTACION DE SERVICIO TEXACO,TERPEL,BIODIESEL,7430,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,SERVICENTRO ESSO NO 12 LA FLORESTA,MOBIL,BIODIESEL,8410,2018,5,2
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO COOPERATIVA DE TRANSPORTADORES DEL SOL COOTRADELSOL PETROBRAS,PETROBRAS,ACPM - DIESEL,8600,2018,5,2
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO AV 19 SANTA MARTA,TERPEL,BIODIESEL,8110,2018,5,2
17,CALDAS,17174,CHINCHINA,ESTACION DE SERVICIO SERVITECA ESTACION SAN FRANCISCO,BIOMAX,BIODIESEL,8463,2018,5,2
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ LA TRINITARIA,TERPEL,GASOLINA CORRIENTE,7900,2018,5,2
25,CUNDINAMARCA,25151,CAQUEZA,ESTACION DE SERVICIO CAQUEZA,PETROBRAS,BIODIESEL,8210,2018,5,2
18,CAQUETA,18247,EL DONCELLO,ESTACION DE SERVICIO EL REY DE DONCELLLO,TERPEL,BIODIESEL,8795,2018,5,2
17,CALDAS,17001,MANIZALES,LAVAUTOS,TERPEL,BIODIESEL,8430,2018,5,2
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO COMBUSTIBLES Y LUBRICANTES RIO ISCUANDE,BIOMAX,BIODIESEL,7342,2018,5,2
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO COMBUSTIBLES LOS COMPADRES,PETROMIL,BIODIESEL,6900,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION JUAN MARTIN,TERPEL,ACPM - DIESEL,8450,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL AVENIDA BOYACA,TERPEL,BIODIESEL,7960,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MARIA PAZ,BIOMAX,ACPM - DIESEL,7970,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AVENIDA CHILE,TEXACO,ACPM - DIESEL,8599,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,EDS EL GUAMITO,TERPEL,GASOLINA CORRIENTE,8580,2018,5,2
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO AUTOMOTRIZ EL TESORO,TEXACO,BIODIESEL,8299,2018,5,2
68,SANTANDER,68406,LEBRIJA,SERVICENTRO PALONEGRO,MOBIL,GASOLINA CORRIENTE,8836,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO GNVERDE CARACAS 41 S,BIOMAX,ACPM - DIESEL,7939,2018,5,2
23,CORDOBA,23660,SAHAGUN,ESTACION DE SERVICIO EL VIAJANO,TERPEL,GASOLINA CORRIENTE,8600,2018,5,2
25,CUNDINAMARCA,25099,BOJACA,EDS ADESSERGO SAN ALFONSO,PETROBRAS,BIODIESEL,8159,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO LAURELES,TERPEL,GASOLINA CORRIENTE,8890,2018,5,2
81,ARAUCA,81794,TAME,ESTACION DE SERVICIO LA FRONTERA,TERPEL,GASOLINA CORRIENTE,7317,2018,5,2
25,CUNDINAMARCA,25473,MOSQUERA,EDS TERPEL LA TORRE,TERPEL,BIODIESEL,7950,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRIMERA DE MAYO,TERPEL,ACPM - DIESEL,8150,2018,5,2
76,VALLE DEL CAUCA,76248,EL CERRITO,ESTACION DE SERVICIO TERPEL EL PLACER DEL VALLE,TERPEL,BIODIESEL,8310,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EXITO FONTIBON,MOBIL,ACPM - DIESEL,8260,2018,5,2
25,CUNDINAMARCA,25286,FUNZA,ESTACION DE SERVICIO ALVASAR,TERPEL,GASOLINA CORRIENTE,8780,2018,5,2
54,NORTE DE SANTANDER,54245,EL CARMEN,ESTACION LA PRIMAVERA,TERPEL,GASOLINA CORRIENTE,6300,2018,5,2
27,CHOCO,27361,ISTMINA,SERVITECA EL BUEN TRATO,BIOMAX,BIODIESEL,8400,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION VERBENAL 187 SAS,MOBIL,ACPM - DIESEL,8293,2018,5,2
68,SANTANDER,68190,CIMITARRA,ESTACION DE SERVICIO EL DORADO INVERSIONES SAS,BIOMAX,BIODIESEL,8402,2018,5,2
25,CUNDINAMARCA,25126,CAJICA,HERMOLUX,MOBIL,GASOLINA CORRIENTE,8923,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL BOSTON,TERPEL,BIODIESEL,8040,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LUBRIALCOR CLARETH,MOBIL,BIODIESEL,8400,2018,5,2
85,CASANARE,85001,YOPAL,ESTACION DE SERVICIO ARAGUANEY,TERPEL,BIODIESEL,8594,2018,5,2
68,SANTANDER,68235,EL CARMEN DE CHUCURI,ESTACION DE SERVICIO LA PRIMAVERA,TERPEL,BIODIESEL,8200,2018,5,2
05,ANTIOQUIA,05129,CALDAS,ESTACION DE SERVICIO MOCATAN,ZEUSS,BIODIESEL,8350,2018,5,2
52,NARIÑO,52835,TUMACO,EDS SAN SEBASTIAN DE COOTRALPA,BIOMAX,GASOLINA CORRIENTE,7100,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,GREEN EDS BARRANQUILLA,TEXACO,GASOLINA CORRIENTE,8860,2018,5,2
73,TOLIMA,73001,IBAGUE,EDS  TERPEL APARCO,TERPEL,GASOLINA CORRIENTE,8710,2018,5,2
52,NARIÑO,52250,EL CHARCO,ESTACION DE SERVICIO GASOLINERA LOS AMIGOS DEL CHARCO,BIOMAX,BIODIESEL,7342,2018,5,2
76,VALLE DEL CAUCA,76890,YOTOCO,ESTACION DE SERVICIO SANTA LAURA,TERPEL,BIODIESEL,8018,2018,5,2
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),COMBUSTIBLES SAN JOSE DE OLAYA HERRERA,BIOMAX,BIODIESEL,7343,2018,5,2
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO AUTOMOTRIZ ROYAL HERVELA,MOBIL,GASOLINA CORRIENTE,8750,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO VENECIA,TERPEL,GASOLINA CORRIENTE,8528,2018,5,2
52,NARIÑO,52788,TANGUA,ESTACION LA MARQUEZA,MOBIL,BIODIESEL,6785,2018,5,2
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO SAN RAFAEL,AYATAWACOOP,BIODIESEL,5800,2018,5,2
63,QUINDIO,63130,CALARCA,ESTACION DE SERVICIO LA NUEVA HABANA ,BIOMAX,BIODIESEL,8159,2018,5,2
19,CAUCA,19212,CORINTO,ESTACION DE SERVICIO LAS PALMAS,PETROMIL,GASOLINA CORRIENTE,8600,2018,5,2
68,SANTANDER,68575,PUERTO WILCHES,ESTACION DE SERVICIO EL SHADAY,PETROMIL,BIODIESEL,8250,2018,5,2
73,TOLIMA,73001,IBAGUE,TERPEL - ESTACION DE SERVICIO  EL VERGEL,TERPEL,GASOLINA CORRIENTE,8772,2018,5,2
13,BOLIVAR,13430,MAGANGUE,ESTACIÓN DE SERVICIO EXITO MAGANGUE,MOBIL,BIODIESEL,8260,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CALLE 13,TEXACO,GASOLINA CORRIENTE,8890,2018,5,2
05,ANTIOQUIA,05591,PUERTO TRIUNFO,ESTACION DORADAL,MOBIL,BIODIESEL,8510,2018,5,2
68,SANTANDER,68190,CIMITARRA,ESTACIÓN DE SERVICIOS ROMA GUAYABITOS,PETROMIL,BIODIESEL,7880,2018,5,2
54,NORTE DE SANTANDER,54001,SAN JOSE DE CUCUTA,ESTACION DE SERVICIO SOLO ISUZU,COOMULPINORT,BIODIESEL,5989,2018,5,2
81,ARAUCA,81794,TAME,ESTACION DE SERVICIO NUEVO SANTANDER II,TERPEL,BIODIESEL,6900,2018,5,2
15,BOYACA,15469,MONIQUIRA,ESTACION DE SERVICIO GUADALAJARA,TERPEL,ACPM - DIESEL,8375,2018,5,2
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO DEPOSITO Y COMBUSTIBLES JHON JAIRO,BIOMAX,GASOLINA CORRIENTE,7553,2018,5,2
25,CUNDINAMARCA,25745,SIMIJACA,ESTACION MIRAFLORES CB,BIOMAX,ACPM - DIESEL,8420,2018,5,2
25,CUNDINAMARCA,25151,CAQUEZA,ESTACION TEXACO RIONEGRO,TEXACO,BIODIESEL,8089,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEXACO No 1,TEXACO,ACPM - DIESEL,8760,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ MOBIL CARACAS,MOBIL,GASOLINA CORRIENTE,8390,2018,5,2
23,CORDOBA,23855,VALENCIA,ESTACION DE SERVICIO EL CAMAJON No 2,PETROMIL,BIODIESEL,8765,2018,5,2
44,LA GUAJIRA,44874,VILLANUEVA,COMERCIALIZADORA DE COMBUSTIBLES Y LUBRICANTES Y EDS LOS MANGOS LIMITADA,AYATAWACOOP,BIODIESEL,5855,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO SIMON BOLIVAR,ECOS,BIODIESEL,8100,2018,5,2
05,ANTIOQUIA,05697,SANTUARIO,ESTACION DE SERVICIO AUTOMOTRIZ EL HOSPITAL,TERPEL,BIODIESEL,8370,2018,5,2
76,VALLE DEL CAUCA,76828,TRUJILLO,ESTACION DE SERVICIO LA 20 EL PLANCHON,TERPEL,BIODIESEL,8530,2018,5,2
86,PUTUMAYO,86571,PUERTO GUZMAN,ESTACION DE SERVICIO DAYLA,TERPEL,BIODIESEL,7500,2018,5,2
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO LA BOMBA CANO,PETROMIL,GASOLINA CORRIENTE,7553,2018,5,2
73,TOLIMA,73148,CARMEN DE APICALA,ESTACION DE SERVICIO AUTOMOTRIZ PEÑA BLANCA,BIOMAX,GASOLINA CORRIENTE,8509,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,FLOTA LA MACARENA S A,MOBIL,GASOLINA CORRIENTE,8899,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LOS ALPES,BIOMAX,ACPM - DIESEL,8147,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL SAN ANDRES,TERPEL,ACPM - DIESEL,8080,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO MULTISERVICIOS PANAMERICANA,TERPEL,GASOLINA CORRIENTE,8797,2018,5,2
05,ANTIOQUIA,05360,ITAGUI,EDS ALPUJARRA 87,BIOMAX,BIODIESEL,8984,2018,5,2
